PaisAccidente,OperadorAerolinea,Fecha,LugarAccidente,TipoAeronave
 China,China National Aviation Corporation,1943-03-11,Luishui- China,Douglas C-53
 China,China National Aviation Corporation,1943-03-13,Himalaya- China,Douglas C-53
 China,China National Aviation Corporation,1943-08-11,Fort Hertz- China,Douglas C-53
 China,China National Aviation Corporation,1943-11-19,Kunming- China,Douglas C-53
 China,China National Aviation Corporation,1943-11-19,Kunming- China,Douglas C-47
 China,China National Aviation Corporation,1943-12-18,Suifu- China,Douglas C-47
,China National Aviation Corporation,1944-02-20,China,Douglas C-47
 China,China National Aviation Corporation,1944-05-26,Between Calcutta to Dinjan- China,Douglas C-47
 India,China National Aviation Corporation,1944-05-27,Off Calcutta- India,Douglas DC-3
 China,China National Aviation Corporation,1944-06-08,Kunming- China,Douglas C-47
 China,China National Aviation Corporation,1944-06-18,Kweilin- China,Douglas C-47
 India,China National Aviation Corporation,1944-10-07,Near Sadiya- India,Douglas C-47
 China,China National Aviation Corporation,1944-11-30,Dinjan- China,Douglas C-47
 India,China National Aviation Corporation,1945-01-06,Near Dinjan- India,Douglas C-47
,China National Aviation Corporation,1945-01-14,China,Douglas C-47
 China,China National Aviation Corporation,1945-01-16,Near Kunming- China,Douglas C-47
 China,China National Aviation Corporation,1945-04-09,Kunming- China,Douglas C-47
,China National Aviation Corporation,1945-06-15,China,Douglas C-47
 China,China National Aviation Corporation,1945-10-20,Between Shanghi and Canton- China,Douglas C-47
 China,China National Aviation Corporation,1946-03-18,Between Chungking and Shanghai- China,?
 China,China National Aviation Corporation,1946-09-20,Lochi Mountain- China,Curtiss Wright C-46
 China,China National Aviation Corporation,1947-01-05,Tsingtao- China,Curtis C-46
 China,China National Aviation Corporation,1947-01-25,Chongqing- China,Douglas DC-3
 China,China National Aviation Corporation,1947-01-28,Near Hankow- China,Curtiss C-46
,China National Aviation Corporation,1947-11-27,?,Douglas DC-3
 China,China National Aviation Corporation,1948-01-20,Near Mukden- China,Curtiss C-46
 Taiwan,China National Aviation Corporation,1948-12-12,Taipei- Taiwan,Douglas DC-3
 Hong Kong,China National Aviation Corporation,1948-12-21,Basalt Island- Hong Kong,Douglas C-54B-5-DO
 China,China Northern Airlines,1993-11-13,Urumqi- China,McDonnell Douglas MD-82
 China,China Northern Airlines,2002-05-07,Off Dalian- China,McDonnell Douglas MD-82
 China,China Northwest Airlines,1993-07-23,Yinchuan- China,British Aerospace 146-300
 China,China Northwest Airlines,1994-06-06,Near Xi'an- China,Tupolev TU-154M
 China,China Southern Airlines,1992-11-24,Near Guilin- China,Boeing B-737-3Y0
 China,China Southern Airlines,1997-05-08,Huangtian- China,Boeing B-737-31B
 China,China Southern Airlines / Xiamen Airlines,1990-10-02,Guangzhou- China,Boeing B-737-247 / Boeing B-757-21B
 Sichuan,China Southwest Airlines,1988-01-18,Near Chungking- Sichuan- China,Ilyushin IL-18D
 China,China Southwest Airlines,1999-02-24,Rui'an- China,Tupolev TU-154
 Brazil,Cia Brasiliera de Tratores,1982-09-04,Rio Branco- Brazil,Gates Learjet 25B
 Hungary,CIDNA,1925-07-24,Budapest- Hungary,Potez IX
 France,CIDNA,1925-09-07,Toul- France,Spad 33
 France,CIDNA,1927-11-08,Strasburg- France,Farman F-121 Jabiru
 France,CIDNA,1928-09-02,Toul- France,Bleriot Spad 33
 France,CIDNA,1928-12-31,Reims- France,Blériot Spad 66
 Bulgaria,CIDNA,1931-07-24,Kurudjevo- Bulgaria,Fokker F-VII
 Oltenia,CIDNA,1931-09-15,Near Craiova- Oltenia- Romania,Fokker F-VIIb-3m
 Algeria,Cie Air Transport,1950-07-29,Tunbukta- Algeria,Bristol 170 Freighter 21
 Kent,Cie des Messageries Aeriennes,1922-06-03,Off Folkestone- Kent- England,Bleriot Spad 27
 China,Civil Air Transport,1948-07-29,Tsingtao- China,Curtiss C-46D-20-CU
 China,Civil Air Transport,1949-12-09,Near Lanchow- China,Curtiss C-46D-CU
 China,Civil Air Transport,1949-12-10,Near Hoikow- China,Curtiss C-46D-CU
 Taiwan,Civil Air Transport,1964-06-20,Taichung- Taiwan,Curtiss C-46-CU
 Taiwan,Civil Air Transport,1968-02-16,Linkuo- Taiwan,Boeing B-727-92C
 Germany,Classic Wings,1991-12-22,Heidelberg- Germany,Douglas DC-3A
 Jiangsu,CNAC,1946-12-25,Near Wusong- Jiangsu- China,Curtiss C-46
 Shanghai,CNAC,1946-12-25,Kiangwan AFB- Shanghai,Douglas DC-3
 Georgia,Coastal Air Lines,1948-01-07,Near Savannah- Georgia,Douglas DC-3
 Maryland,Coastal Cargo,1949-01-06,Brandywine- Maryland,Douglas C-47A
 Haiti,COHATA,1966-01-22,Port-au-Prince- Haiti,Douglas DC-3
 Connecticut,Colonial Air Transport,1927-09-03,Willington- Connecticut,Fokker Universal
 New Jersey,Colonial Air Transport,1927-10-30,New Brunswick- New Jersey,Fairchild FC-2
 Connecticut,Colonial Air Transport,1929-01-05,Stafford Springs- Connecticut,Fairchild FC-2
 Connecticut,Colonial Air Transport,1929-09-17,Mt Lamentation- Connecticut,Pitcairn PA-6 Mailwing
 Connecticut,Colonial Air Transport,1930-02-03,Hartford- Connecticut,Pitcairn PA-6 Mailwing
 Massachusetts,Colonial Air Transport,1930-06-05,Boston- Massachusetts,Ford Tri-Motor 5
 New York,Colonial Western Airlines,1928-01-08,Near Canajoharie- New York,Fairchild FC-2
 New Jersey,Colonial Western Airlines,1929-03-17,Newark- New Jersey,Ford 5-AT-B Tri Motor
 Alaska,Columbia Air Cargo,1947-11-27,Yakutat- Alaska,Douglas DC-3C
 Washington,Columbia Pacific Airlines,1978-02-10,Richland- Washington,Beechcraft 99
 Kentucky,Comair,1979-10-08,Covington- Kentucky,Piper PA-31
 Michigan,Comair,1997-01-09,Near Monroe- Michigan,Embraer 120RT Brasilia
 Kentucky,Comair,2006-08-27,Lexington- Kentucky,Canadair CRJ-200ER
 Philippines,Commercial Airways,1948-02-23,Davao- Philippines,Douglas DC-3
 South Africa,Commercial Airways (Comair),1988-03-01,Near Johannesburg- South Africa,Embraer 110P1 Bandeirante
 Veracruz,Communicaciones Aereos de veracruz,1946-07-26,Near Huatesco- Veracruz- Mexico,Fairchild Pilgrim 100A
 Congo,Compagnie Africaine d' Aviation (CAA),2013-03-04,Goma- Congo,Fokker 50
 Pakistan,Compagnie Air Transport,1967-03-08,Karachi- Pakistan,AT L98 Carvair
 Lorraine,Compagnie Franco-Roumaine de Navigaation Aerienne,1922-07-16,Near Saverne- Lorraine- France,Potez 29
 Czechoslovakia,Compagnie Internationale de Navigation Aérienne,1926-07-03,Rossaugpt- Czechoslovakia,Caudron C-61
 Vietnam,Compagnie Sila,1953-10-17,Lai Chau- Vietnam,Douglas C-47B
 Columbia,Compañia Colombiana de Navegación Aérea,1920-07-20,Cartagena- Columbia,Farman F-40
 Peru,Compania de Aviacion Faucett SA (Peru),1996-02-29,Arequipa- Peru,Boeing B-737-222
 Dominican Republic,Compania Dominicana de Aviacion,1970-02-15,Off Santo Domingo- Dominican Republic,McDonnell Douglas DC-9-32
 Nuevo Leon,Compania Mexicana de Aviacion,1969-06-04,Near Salinas Victoria- Nuevo Leon- Mexico,Boeing B-727-64
 Namibia,Comvac Aviation,2003-06-26,Near Rooisand Desert Ranch- Namibia,Cessna 208B Grand Caravan
 Turkey,Condor Flugdienst,1988-01-02,Izmir- Turkey,Boeing B-737-230A
 Congo,Congo Airline,1998-10-10,Near Kindu- Congo,Boeing B-727-30
 Queensland,Connair,1975-10-23,Cairns Airport- Queensland- Australia,de Havilland DH114 Heron 2E
 Ohio,Continental Air Lines,1928-11-25,Edgerton- Ohio,Travel Air 4000
 Ohio,Continental Air Lines,1929-06-29,Columbus- Ohio,Travel Air 4000
 Ohio,Continental Air Lines,1929-10-29,Mount Vernon- Ohio,Stearman C-38
,Continental Air Transport,1969-03-08,Atlantic Ocean,Douglas DC-4
 Oklahoma,Continental Airlines,1956-09-09,Bartlesville- Oklahoma,Douglas DC-3 / Cessna 170B
 Missouri,Continental Airlines,1962-05-22,Near Unionville- Missouri,Boeing B-707-124
 Missouri,Continental Airlines,1963-01-29,Kansas City- Missouri,Vickers Viscount 812
 Missouri,Continental Airlines,1965-07-01,Kansas City- Missouri,Boeing B-707-124
 Colorado,Continental Airlines,1975-08-07,Denver- Colorado,Boeing B-727-224
 Los Angeles,Continental Airlines,1978-03-01,LAX- Los Angeles- California,McDonnell Douglas DC-10-10
 Colorado,Continental Airlines,1987-11-15,Denver- Colorado,McDonnell Douglas DC-9-14
 New York,Continental Airlines,1994-03-02,New York- New York,McDonnell Douglas MD-82
 Colorado,Continental Airlines,2008-12-20,Denver- Colorado,Boeing 737-500
 New York,Continental Connection/Colgan Air,2009-02-12,Clarence Center- New York,Bombardier DHC-8-402 Q400
 Texas,Continental Express,1991-09-11,Near Eagle Lake- Texas,Embraer 120RT Brasilia
 Nigeria,Continentale Deutsche Luftreederei,1961-06-17,Near Kano- Nigeria,Douglas C-54B-1-DC
 Ecuador,Conviasa,2008-08-30,Near Toacaso- Ecuador,Boeing B-737-291
 Venezuela,Conviasa Airline,2010-09-13,Puerto Ordaz- Venezuela,ATR 42-320
 Panama,COPA (Panama),1992-06-06,Tucuti- Panama,Boeing B-737-204
 Estonia,Copterline,2005-08-10,Off Talinn- Estonia,Sikorsky S-76C
 Colombia,CORAL Colombia,1991-09-29,Near Villavicencio- Colombia,Curtiss C-46A
 Colombia,CORAL Colombia,2000-07-09,Villavicencio- Colombia,Curtiss C-46A-60-CS
 Alaska,Cordova Airlines,1956-04-09,Skilak Lake- Alaska,Aero Commander 520
 Alaska,Cordova Airlines,1965-09-04,Lake Tustumena- Alaska,Aero Commander 680
 Mexico,Corp. Aeronautica de Transportes,1929-11-04,Cerro del Carbon- Mexico,Lockheed Vega 5
Bolivia,Corporacion Boliviano de Fomento,1962-01-22,Caranavi -Bolivia,Curtiss C-46D
 Missouri,Corporate Airlines (American Connection),2004-10-19,Near Kirksville- Missouri,Bae Jetstream 3201
 Tanzania,Costal Aviation,2017-11-15,Empakaai- Tanzania,Cessna 208B Grand Caravan
 Newfoundland,Cougar Helicopters,2009-03-12,Off St. Johns- Newfoundland,Sikorsky S-92A
 Texas,Cross Airways,1930-07-10,Arkansas Pass- Texas,Lockheed Vega 5
 Switzerland,Crossair,2000-01-10,Niederhasli- Switzerland,Saab 340B
 Switzerland,Crossair,2001-11-24,Birchwil- Switzerland,BAE Avro RJ100
 Brazil,Cruzeiro,1948-03-13,Sierra Cristais- Brazil,Douglas DC-3
 Brazil,Cruzeiro,1951-03-22,Off Florianopolis- Brazil,Douglas DC-3
 Brazil,Cruzeiro,1954-09-12,Off Rio de Janeiro- Brazil,Douglas DC-3
 Brazil,Cruzeiro,1955-08-26,Caparao Mountain- Brazil,Douglas DC-3
 Brazil,Cruzeiro,1955-12-01,Belem- Brazil,Douglas DC-3
 Brazil,Cruzeiro,1958-01-16,Belem- Brazil,Fairchild C-82A
 Brazil,Cruzeiro,1958-06-16,Curitiba- Brazil,Convair CV-440-59
 Brazil,Cruzeiro,1960-04-12,Pelotas- Brazil,Douglas DC-3
 Brazil,Cruzeiro,1962-05-09,Vitoria- Brazil,Convair CV-240-0
 Brazil,Cruzeiro,1963-01-15,Sao Paulo- Brazil,Convair CV-240-0
 Brazil,Cruzeiro,1963-05-03,Sao Paulo- Brazil,Convair CV-340-59
 Brazil,Cruzeiro,1968-10-20,Feijó- Brazil,Douglas C-47A-25
 Brazil,Cruzeiro,1971-09-28,Sena Madureira- Brazil,Douglas DC-3
 Brazil,Cruzeiro,1973-06-01,Sao Luis- Brazil,Sud Aviation SE-210 Caravelle VIN
 Brazil,Cruzeiro Do Sud,1955-12-19,Sao Paulo- Brazil,Douglas DC-3
 Brazil,Cruzeiro do Sul,1938-05-22,Sao Paulo- Brazil,Junkers JU-52/3m
 Germany,CSA Czech Airlines,1938-08-13,Kiel- Germany,Savoia-Marchetti SM73
 France,CTA Languedoc Roussillon,1946-11-01,St Leger-la-Montagne- France,AAC-1 Toucan
 Cuba,Cubana (leased from Global Air),2018-05-18,Havana- Cuba,Boeing 737-201
 Cuba,Cubana de Aviacion,1934-12-10,Palma Soriano- Cuba,Ford 4-AT-E Tri-motor
 Bermuda,Cubana de Aviacion,1952-12-06,Off Bermuda-Kindley Field- Bermuda,Douglas DC-4
 Cuba,Cubana de Aviacion,1958-11-01,Nipe Bay- Cuba,Vickers Viscount 755D
 Florida,Cubana de Aviacion,1960-10-29,Key West- Florida,Douglas DC-3
 Cuba,Cubana de Aviacion,1962-03-27,Santiago de Cuba- Cuba,Ilyushin IL-14
 Mexico,Cubana de Aviacion,1967-02-09,Near Mexico City- Mexico,Antonov AN-12
 Barbados,Cubana de Aviacion,1976-10-06,Off Bridgetown- Barbados,McDonnell Douglas DC-8-43
 Cuba,Cubana de Aviacion,1985-01-19,Havana- Cuba,Ilyushin IL-18D
 Cuba,Cubana de Aviacion,1989-09-03,Near Havana- Cuba,Ilyushin IL-62M
,Cubana de Aviacion,1990-03-23,Santiago de Cuba,Antonov AN-26
 Cuba,Cubana de Aviacion,1990-10-24,Santiago de Cuba- Cuba,Yakovlev YAK-40
 Cuba,Cubana de Aviacion,1997-07-11,Off Santiago de Cuba- Cuba,Antonov AN-24
 Ecuador,Cubana de Aviacion,1998-08-29,Quito- Ecuador,Tupolev TU-154M
 Venezuela,Cubana de Aviacion,1999-12-25,Bejuma- Venezuela,Yakovlev YAK-42D
 Cuba,Cubana de Aviacon,1980-02-03,Baracoa- Cuba,Yakovlev YAK-40
 Guatemala,Cubana de Aviacon,1999-12-21,Guatemala City- Guatemala,McDonnell Douglas DC-10-30
 Norway,Cunard Eagle Airways,1961-08-09,Sola- Norway,Vickers Viking 3B
 California,Currey Air Transport,1955-09-08,Burbank- California,Douglas DC-3
 France,Curtiss-Reid Flying Services Ltd. (Canada),1950-11-13,Mt. Tete de L'Obiou- France,Douglas C-54B-1-DC
 Georgia,Custom Air Service,1997-04-04,Griffin- Georgia,Aviation Traders ATL-98 Carvair
 Somalia,Daallo Airlines,2016-02-02,Near Mogadishu- Somalia,Airbus A321-111
 Russia,Dagestan Airlines,2010-12-04,Moscow- Russia,Tupolev Tu-154M
 Japan,Dai Nippon,1938-08-10,Shishijima- Japan,Douglas DF-151
 Buckinghamshire,Daimler Airways,1923-09-14,Near Ivinghoe- Buckinghamshire- England,de Havilland DH-34
 France,Daimler Airways / Grands Express Aeriens,1922-04-07,Grandvilliers- France,de Havilland DH-18 / Farman F-60 Goliath
 India,Dalmia Jain Airways,1949-01-16,Near Srinagar- India,Douglas DC-3
 Gerona,Dan Air Services,1970-07-03,Near Arbucias- Gerona- Spain,de Havilland Comet 4
 Shetlands,Dan Air Services,1979-07-31,Off Sumburgh- Shetlands- Scotland,Hawker Siddeley HS-748-1
 Canary Islands,Dan Air Services,1980-04-25,Tenerife- Canary Islands,Boeing B-727-64
 England,Dan Air Services,1981-06-26,Nailstone- England,Hawker Siddeley HS-748
 Nigeria,Dana Air,2012-06-03,Lagos- Nigeria,McDonnell Douglas MD-83
 India,Dan-Air Services,1958-05-25,Gurgaon- India,Avro 685 York C-1
 Greenland,Danish Air Force,1963-08-10,Cape Desolation- Greenland,Catalina Flying Boat
 India,Darbhanga Aviation,1954-04-30,Near Calcutta- India,Douglas C-47A-30-DK
 Austria,DDL,1942-12-19,Near Vienna- Austria,Junkers JU-52/3m
 Italy,de Havilland Air Service,1922-10-02,Venice- Italy,de Havilland DH-9
 Argentina,de Havilland Dove,1955-02-26,Formosa- Argentina,de Havilland DH.104 Dove
 India,Deccan Airways,1950-04-05,Hatiara- India,Douglas C-47A
 India,Deccan Airways,1951-11-21,Calcutta- India,Douglas DC-3
 India,Deccan Airways,1952-02-19,Nagpur- India,Douglas DC-3
 India,Deccan Airways,1952-04-30,Delhi- India,Douglas DC-3
 Texas,Delta Air Lines,1935-08-14,Near Gilmer- Texas,Stinson Model A
 Georgia,Delta Air Lines,1947-04-22,Columbus- Georgia,Douglas DC-3 (C-47DL) /Vultee BT-13
 Illinois,Delta Air Lines,1948-03-10,Chicago- Illinois,Douglas DC-4
 Texas,Delta Air Lines,1953-05-17,Near Marshall- Texas,Douglas DC-3
 Georgia,Delta Air Lines,1960-05-23,Atlanta- Georgia,Convair CV-880
 Louisiana,Delta Air Lines,1967-03-30,New Orleans- Louisiana,McDonnell Douglas DC-8-51
 Texas,Delta Air Lines,1972-05-30,Dallas/Ft. Worth- Texas,McDonnell Douglas DC-9-14
 Boston,Delta Air Lines,1973-07-31,Logan Airport- Boston- Massachusetts,McDonnell Douglas DC-9-31
 Maryland,Delta Air Lines,1974-02-22,Baltimore- Maryland,Mc Donnell Dougals DC-9
 Texas,Delta Air Lines,1985-08-02,Ft. Worth-Dallas- Texas,Lockheed L-1011-1 TriStar
 Texas,Delta Air Lines,1988-08-31,Dallas- Texas,Boeing B-727-232 Adv
 Florida,Delta Air Lines,1996-07-06,Pensacola- Florida,McDonnell Douglas MD-88
 Illinois,Delta Air Lines/ North Central Airlines,1972-12-20,Chicago- Illinois,Convair CV-880 / McDonnell DC-9-31
 Norway,Den Norske Luftfartskole,1936-06-16,Mt. Lihesten- Norway,Junkers JU-52/3m
 Quebec,Deraps Aviation,2002-09-28,Near Natashquan- Quebec- Canada,de Havilland Canada DHC-3 Otter
 France,Derby Aviation,1961-10-07,Mt. Canigou- France,Douglas DC-3
 Germany,Deruluft,1935-01-31,Stettin- Germany,Junkers JU-52/3m
 Germany,Deruluft,1935-03-07,Schievelbein- Germany,Rochrbach Roland
 Russia,Deruluft,1936-12-06,Near Moscow- Russia,Antonov AN-9
 Germany,Det Danske Luftfartselskab,1948-02-12,Ubrichstein- Germany,Douglas DC-3
 Mozambique,DETA,1944-02-10,Near Quelimane- Mozambique,Lockheed 14-H2 Super Electra
 Germany,Deutche Lufthansa,1926-03-08,Staaken- Germany,Junkers F-13
 Italy,Deutsche Flugdienst,1960-07-31,Near Rimini- Italy,Convair CV-240-4
 Germany,Deutsche Lufthansa,1926-07-24,Juist- Germany,Junkers F-13
 Germany,Deutsche Lufthansa,1926-10-08,Bueren- Germany,Fokker FG III
 Germany,Deutsche Lufthansa,1927-04-22,Floh- Germany,Fokker FG III
 Germany,Deutsche Lufthansa,1927-07-27,Amoneburg- Germany,Junkers F-13
 Germany,Deutsche Lufthansa,1927-09-23,Schleiz- Germany,Dornier Merkur
 Germany,Deutsche Lufthansa,1928-05-26,Radevormwald- Germany,Junkers F-13
 Germany,Deutsche Lufthansa,1928-06-14,Frankfurt- Germany,AEGK
 Germany,Deutsche Lufthansa,1928-09-06,Heroldbach- Germany,Fokker FG III
 Germany,Deutsche Lufthansa,1928-12-11,Letzlingen- Germany,Junkers G-31
 Germany,Deutsche Lufthansa,1929-08-24,Elm- Germany,Fokker FG II
 Surrey,Deutsche Lufthansa,1929-11-06,Near Godstone- Surrey- England,Junkers G-24
 Germany,Deutsche Lufthansa,1929-12-19,Near Berlin- Germany,Arado V1
 Denmark,Deutsche Lufthansa,1930-07-07,Bornholm- Denmark,Dornier Wal
 Germany,Deutsche Lufthansa,1930-10-06,Dresden- Germany,Messerschmitt M-20B
 Germany,Deutsche Lufthansa,1931-04-14,Near Letschen- Germany,Messerschmitt M-20
 Germany,Deutsche Lufthansa,1931-06-13,Saarbrucken- Germany,Dornier Merkur
 Canada,Deutsche Lufthansa,1931-10-06,Novia Scotia- Canada,Heinkel HE-2
 England,Deutsche Lufthansa,1932-10-29,Ramsgate- England,Junkers W-33
 Germany,Deutsche Lufthansa,1932-11-02,Echterpfuhl- Germany,Junkers F-13
 Germany,Deutsche Lufthansa,1933-04-03,Hemkenrode- Germany,Junkers F-13
 Germany,Deutsche Lufthansa,1933-12-11,Hamburg- Germany,Focke-Wulf A-17
 Germany,Deutsche Lufthansa,1934-06-22,Chausseehausen- Germany,Dornier Merkur
 Germany,Deutsche Lufthansa,1934-12-07,Salchau- Germany,Junkers F-13
 Germany,Deutsche Lufthansa,1935-03-29,Off Samland- Germany,Junkers F-13
 Poland,Deutsche Lufthansa,1935-12-24,Wroctaw- Poland,Heinkel He-70
,Deutsche Lufthansa,1936-02-15,South Atlantic Ocean,Dormier Do-J-Iif Bos Wal flying boat
 Switzerland,Deutsche Lufthansa,1936-04-17,Orvin- Switzerland,Junkers JU-52
 Germany,Deutsche Lufthansa,1936-06-13,Hannover- Germany,Junkers JU-160
 Germany,Deutsche Lufthansa,1936-11-01,Near Tabarz- Germany,Junkers JU-52
 Germany,Deutsche Lufthansa,1936-11-17,Nurnberg- Germany,Junkers JU-52/3m
 France,Deutsche Lufthansa,1936-12-04,Near Grenoble- France,Junkers JU-52/3m
 Gambia,Deutsche Lufthansa,1937-03-12,Bathurst- Gambia,Heinkel He-111V2
 Germany,Deutsche Lufthansa,1937-03-26,Wetnum- Germany,Junkers JU-52/3m
 Germany,Deutsche Lufthansa,1937-05-20,Stuttgart- Germany,Heinkel He-70
 Germany,Deutsche Lufthansa,1937-11-12,Mannheim- Germany,Heinkel He-111
 United Kingdom,Deutsche Lufthansa,1937-11-26,Croydon- United Kingdom,Junkers JU-52
 France,Deutsche Lufthansa,1938-02-22,Pontoise- France,Junkers JU.52
 Germany,Deutsche Lufthansa,1938-05-27,Langeoog- Germany,Heinkel 116
 Switzerland,Deutsche Lufthansa,1938-10-01,Grisons- Switzerland,Junkers JU-52/3m
 Gambia,Deutsche Lufthansa,1938-10-01,Off Bathurst- Gambia,Dornier DO.18 (float plane)
 Gambia,Deutsche Lufthansa,1938-11-26,Bathurst- Gambia,Junkers JU90V2
 France,Deutsche Lufthansa,1939-02-24,Near Roubien- France,Junkers JU-52/3m
 Colombia,Deutsche Lufthansa,1939-03-16,Manzanares- Colombia,Junkers JU-86
 Spain,Deutsche Lufthansa,1939-08-04,Barcelona- Spain,Junkers JU-52/3m
 Germany,Deutsche Lufthansa,1939-08-30,Hannover- Germany,Junkers JU-52/3m
